ph,TDS,Hardness,Turbidity
,10117.08444,221.6754626,3.190127771
8.215123507,30579.37107,155.7628665,4.511384049
7.828740105,33337.10965,176.7275113,5.199446636
7.949964795,15171.01233,186.7891507,3.31715245
6.114332051,30606.22359,178.4462857,3.68040999
,15380.12408,226.2708237,4.516869764
7.139428273,19862.81126,179.2349792,3.771596492
,20134.39834,223.5119784,4.314495017
7.96852587,27008.01187,156.4511488,3.173879163
6.635894308,20339.01687,194.04978,4.523236866
6.394548023,31620.19079,193.0475578,3.042496818
6.280978207,25972.80375,205.1231235,4.599432014
7.992026977,34585.08961,174.5580063,4.647095594
5.068795502,22781.36453,211.6895022,4.362085653
,32768.22797,164.9090723,3.499453074
8.151248962,15661.94034,205.8473007,2.799883321
7.582941677,23072.7807,185.0459928,4.164028619
5.34411687,13492.84084,198.3791437,4.104698561
7.871961403,12760.43715,219.6226589,2.938536287
5.327023534,13580.61848,233.140588,4.855821251
10.55027327,32150.97939,185.1658146,3.951304463
,18085.15884,186.1748407,3.068919237
7.47102667,15736.58099,177.2336434,3.70797408
7.943882477,32071.17937,211.8165512,4.111691345
2.69083124,30204.54674,151.7829057,4.650033779
9.13569426,9496.910354,194.8156184,3.281802196
5.214009194,34184.3084,192.6488463,4.453525556
8.649534947,9898.022209,175.4266698,5.229809193
7.75667895,22440.40104,186.6864589,2.842470708
7.104295204,12691.51597,177.5717437,5.464856803
5.363362645,27045.92996,179.9113798,3.871372489
6.582499747,23720.48173,200.7331069,4.152014127
6.810466517,32602.34008,209.7355588,4.402339513
,12885.51691,191.5316301,2.372924722
5.574116595,17546.40326,193.1580764,5.152527698
8.555283423,18337.46092,216.6553559,3.687152068
4.483402761,13122.22342,172.3838777,2.203840524
3.783043638,20384.7731,157.8526449,4.402244146
7.138374317,22575.18858,184.7452288,4.144872251
,14784.75566,171.5922365,3.210168089
7.912361028,34808.44278,211.376444,2.878515631
,17388.98256,193.1167939,4.217743745
9.128357758,10418.10834,184.6821039,3.762222689
5.271971378,22005.43655,193.1695095,4.119436475
6.465093529,43958.67813,241.2681377,3.790523693
8.245186596,13909.47907,199.3057742,4.125731794
,18128.90829,196.4320067,3.502081504
6.704791892,28140.76815,176.8960328,3.806596292
6.430254786,26855.10561,207.5794023,4.805791534
7.482791276,19621.32511,186.0934324,4.094746286
5.504452321,11950.23503,164.5009841,4.657360934
7.521920636,20139.43035,198.3546264,3.110932391
,9344.653322,164.0947438,4.559336642
8.522567733,16446.32805,208.1329997,3.358284405
5.694475546,18742.92522,193.4321303,4.107467119
6.93450359,15323.40882,176.9694309,3.875238037
6.115180039,24699.5239,226.0844294,3.69086186
8.575673022,15888.62521,197.5602828,3.506229064
5.689142988,17589.26899,181.5845652,4.592979951
,39927.73704,199.064672,4.059377404
7.2261272,23129.74806,213.3206159,4.153558901
7.197795992,12763.26789,168.6409754,3.844013287
3.846814328,26895.25796,190.992873,3.584201916
5.896339346,17420.08715,178.6780937,5.032854921
,43846.02527,247.4532966,3.572343822
8.326349854,35477.76664,213.8748579,4.395284863
6.891561655,26240.49298,198.5446412,3.561962572
5.548124947,34006.76875,217.0182595,4.599235865
,17092.22583,175.588146,4.31606325
5.386637962,20416.65103,206.8968059,4.320900175
7.262534652,38713.11269,212.5213079,4.846359372
6.257085791,13826.25791,180.4062106,3.994713697
7.025504335,21884.53851,205.4005291,2.941555123
6.584839333,16609.92549,196.133985,3.919954569
6.565633547,19044.68007,159.7293627,2.770948497
6.622102936,16010.52415,196.8910612,5.290920716
7.217392781,13579.55458,180.1942208,3.746619824
5.253907429,34793.85331,191.9820471,3.488372514
8.131375234,13238.0703,177.0953125,3.542810748
6.61977546,11388.53419,150.7183614,4.086920567
,18752.26968,206.3183425,3.293552631
6.217255307,32911.92972,205.6482515,2.08142502
5.019984767,19272.70448,156.9708217,4.089485428
6.907379615,40290.22164,210.2792102,1.496100943
6.313114732,20849.19074,162.3364121,4.126964596
,5075.269202,179.3201228,4.397533101
7.29392925,15823.33937,180.8431248,4.403250065
6.63036382,30939.02321,186.7610878,3.490587573
8.015780395,12135.72493,180.0603771,3.180580187
4.249890379,16073.67062,168.5721461,4.116347641
4.26526964,25634.53328,199.4994515,4.900446069
9.266840595,20478.78596,203.2526135,4.330049469
9.619456626,18185.05047,210.2612466,3.173199767
7.086877326,25524.82347,192.3873676,3.992848211
3.433874059,16318.73361,152.4800753,4.104938403
8.436759029,44896.98411,242.4885798,2.499910135
12.24692807,11318.14056,217.3680142,3.533243425
7.34303194,14037.03993,198.5307697,5.288057554
4.616438934,14982.30548,192.5740099,2.634341021
8.307462969,18452.64557,229.9412343,4.625729242
4.909640554,10488.77094,157.2404584,5.34532394
7.70910636,18610.12415,178.8108276,4.23510812
,26552.9744,173.8167101,3.206995483
7.818274839,27558.54253,179.2182173,3.329243166
8.207458913,17447.99467,189.9421572,4.151865853
6.958534137,13457.21113,187.7488492,4.1946
,14936.50397,193.9261804,4.297913886
4.349439999,24352.0661,157.5133609,4.442711502
6.629985036,21495.53756,195.7003801,2.534499478
8.96969739,9049.682595,195.7447648,3.983098818
6.77105029,15719.49361,194.6351221,3.244866832
6.724639342,41552.01966,223.1754155,2.921414772
,27979.73622,221.3919744,3.439623354
6.967270764,33933.70985,218.7927931,3.272470739
,32617.1246,225.9721356,3.232872116
7.053116739,19500.34998,240.8517699,5.67199885
7.755154227,19024.68867,196.7827837,2.728799592
8.580008559,6493.547256,174.5068195,3.195591056
6.901710203,10323.95784,173.1539151,3.035670597
7.814250247,24470.20426,203.3834632,4.104661963
5.918953546,9712.560664,154.7735165,4.265547139
7.021295306,23109.85423,225.3504984,3.675557956
,19887.76983,189.814682,4.893750992
8.132736965,25838.12848,206.786448,2.969433921
6.057068041,14807.26849,184.3732318,4.371747854
5.343075103,45166.91214,211.6620911,4.240031708
,11398.7311,152.5076794,5.444927204
5.742533063,21293.88975,182.941032,4.272202758
6.584813111,24723.1063,182.3754558,4.404132196
8.070477127,18266.61772,198.8659477,3.055790475
6.652824348,19155.72756,187.9464088,3.661529274
5.506061504,21543.7266,164.4961721,2.778905951
,36112.13463,214.9724351,2.43250721
6.441766486,11306.26151,174.7818492,3.682134341
,41461.317,194.4453158,4.894842463
8.248703054,24912.87971,201.3388568,3.540532004
2.569243562,48204.17219,201.6032843,5.506934432
5.664845758,18678.95081,186.6483585,3.570290456
8.999498939,20933.51275,234.835477,3.695084055
5.588537191,17732.24067,171.3331234,4.37399858
6.265637344,18711.06466,159.2901905,3.266028669
6.922041828,16515.87217,201.4101227,4.242947216
8.072612403,16843.36393,210.2697797,5.082206247
8.828094375,17699.61061,196.5628527,3.793317686
8.647454007,12995.88543,183.5973743,3.624100659
7.475536902,31359.38646,215.4291024,4.015574262
11.53488049,4111.785432,183.2622614,3.000096239
6.453064803,23129.46018,178.9982454,3.440858802
8.192210156,13528.54938,172.2927625,3.489283078
7.247700982,31561.95553,210.2708051,3.319952678
7.893131973,20526.04971,201.4332496,3.302211725
6.164449536,19231.68175,203.0164737,3.446401194
7.9373922,6626.376426,170.4453284,4.27085115
8.281120655,17995.40522,227.6543506,3.687995064
4.906491593,14786.1389,173.7791592,3.152344905
8.143483376,10673.58267,182.4324572,2.572830423
5.117913529,26215.4011,179.7016768,3.806700492
6.449070009,16906.3313,163.4476486,3.331549948
5.613562647,16615.90815,204.5693658,3.465088676
5.754212968,31871.29124,241.6024296,5.920233915
6.906574998,15201.33995,199.6381239,3.282749503
6.336267097,29342.70976,228.455028,3.745724886
8.121253676,25412.70974,200.3536957,4.428311683
,11275.87266,194.1666253,2.909606162
8.935115926,23774.25828,218.3940541,5.168297808
6.45278075,22034.9546,190.3213908,3.425065096
8.458814662,15677.97069,225.7123587,3.507708536
6.930082548,22802.03993,210.4258745,4.14941371
6.255070001,25456.27498,173.840226,4.194199874
5.669818774,27244.63447,203.4527154,5.600458571
7.945407487,15938.28644,211.8000845,5.428916724
7.499844232,23707.4653,210.9850337,4.454476673
4.695516141,24767.16711,198.9104878,4.641738491
6.710633528,23748.18399,203.6429167,3.863286909
9.502856746,4466.257488,175.5856731,4.237345252
4.405327147,15039.71041,169.7425372,4.086867245
6.810344849,18852.12298,166.5924252,4.115695844
6.983133113,17503.31223,181.1195291,4.426982544
6.968131313,19207.31177,205.9825819,3.030823583
5.76255225,22159.01807,184.8474873,2.906589212
8.397248096,16772.22625,199.4958113,2.835794284
8.828326658,13527.98989,189.9755527,3.052822148
9.395842202,9225.770911,162.1577004,3.530498325
7.593176933,19214.18636,201.0687365,3.542092644
5.149133288,16795.31867,198.3324402,4.839176158
4.916740541,23425.33132,191.4671103,3.613212412
,24518.5743,202.8869901,4.174568876
7.371289877,25672.312,180.7365263,4.084696775
8.278752741,29381.93641,200.1622229,4.767722384
10.20297155,21708.94929,211.9634045,3.270903753
4.562156483,23829.79288,189.2614176,4.822883764
,29743.8226,205.9522501,3.893925991
5.202672013,23051.44186,195.3296887,3.927980576
9.149733927,30468.64183,230.5618993,5.436819304
7.615556979,8403.284552,204.8699745,4.243133734
7.813067625,9812.122463,183.6974796,4.713719499
7.721032688,35800.69927,203.3547884,4.168487102
9.056244707,17403.53217,197.666301,3.319353737
8.082657125,21689.6343,213.7551769,5.247130149
5.84866707,33095.3896,210.4412054,4.874534246
8.470545999,26559.38041,199.4897165,2.935801995
9.22858163,10345.39931,180.9446965,3.8391854
8.170588045,12806.83233,208.2791813,3.995857049
6.381977105,20709.27976,211.9172765,4.99189599
6.98981377,20769.51964,221.0002353,4.808582691
10.3781082,8644.831047,200.0041212,3.57744746
,17423.40799,182.1005728,3.5681966
3.590822364,33431.67112,213.702299,4.144780873
7.388518503,13921.14622,201.0577144,4.409053528
6.966835168,12256.67829,158.0430653,2.957441071
6.703486854,24316.87515,182.1295143,4.223883711
7.139671256,16916.41354,183.4279748,3.151388595
6.64879301,16388.40526,213.9599879,5.138047828
,17869.45544,182.0595342,4.17007559
7.940713224,10762.93863,197.0499653,2.990150891
8.228563825,18132.0944,182.1969054,2.781944108
8.665692083,3802.411681,162.3596868,3.494032184
5.06404246,21035.10686,214.5293283,5.122702569
7.894322783,11697.60697,176.319304,2.865031443
7.042793877,16733.1241,194.0467188,3.965647067
8.305063984,8451.319111,177.1743936,4.461210732
8.268307592,13181.67352,168.6878903,4.405408198
,25305.10293,199.5705251,4.133069339
7.397562418,24502.15515,217.9367989,2.459336841
6.36729853,11619.7097,183.789491,2.61476606
8.410625565,29985.24988,185.1837392,4.352295779
7.098245544,22671.47976,207.5353809,4.909571475
7.32250205,19534.42165,196.1042977,2.981649192
5.198224971,11178.40354,173.1198213,3.807318103
,20626.51594,213.4747064,3.236570043
,36776.1375,215.7502207,4.754313124
6.280905113,16950.01591,178.7072001,3.021288909
6.823930137,13467.87978,146.1305994,4.016144076
6.629993518,20487.92383,209.1570219,3.155213653
10.30157127,11278.82968,199.6093636,3.857851975
6.123193935,15135.12724,181.3124182,5.457830951
,10540.34228,196.1393118,4.149483265
6.848033469,6068.454885,165.8153256,4.257037543
,45166.63939,227.0826936,3.144789726
6.411525836,19505.29694,197.6848791,2.200678202
5.122648455,17279.51375,195.0188878,3.504524534
3.43485576,22690.2444,185.3429615,5.389510246
10.84813042,14036.16366,236.7250487,3.133838702
8.725393412,18862.67305,213.6103718,4.565542154
10.35174253,18588.30333,241.6717998,5.227609397
8.174028131,19808.53777,192.3904298,3.986780704
8.034011917,25204.67408,197.6093924,2.452120806
8.205541815,19902.82382,188.2771878,3.634030668
7.893818459,16853.67633,203.2966211,3.508503713
,11370.64917,218.4055447,3.266562403
5.488135469,21715.77441,192.5079836,3.652991422
8.163074031,10494.57337,162.2318457,4.128193137
6.867000691,14464.11555,184.248496,3.484120574
5.821706914,40009.72361,220.1254226,3.908198846
7.451888779,15825.18257,203.2002856,3.930080761
6.898315041,45939.68916,228.8028036,3.822307139
7.544340114,17253.33674,180.1197279,4.435514109
4.103867855,22207.47023,168.2836513,3.808850694
5.329938815,24000.52314,196.0346231,5.79932235
6.962993545,24036.59383,206.8178871,4.760381755
6.846059942,16515.67039,177.8291271,4.709374128
6.279842183,11582.50525,175.8906397,3.27858441
6.739849728,34702.41785,197.3744818,4.379630439
5.495035446,26744.30174,184.4348362,4.115428052
7.583770299,36343.40706,217.2832624,3.642289214
5.866702734,16298.00135,159.4331752,5.302972731
6.394980461,21051.25691,220.4223891,4.732002727
5.82126163,37174.00541,204.04889,4.371078785
5.514062185,27859.74831,212.5550663,4.460362938
6.730883602,22296.05965,192.4360764,4.359137364
5.198067643,37200.24206,200.4644449,3.295033859
,9626.893206,191.0123086,4.654177335
7.362331187,28263.31064,215.6372552,3.93356497
7.06614184,22523.43357,207.3614294,4.127599073
5.420347747,25107.20863,232.3868274,3.75672017
7.015332583,16351.22629,222.1130042,5.251223104
,6974.225135,246.2397632,4.138696567
6.044671753,13593.60002,150.6710211,4.914883756
6.198650336,31369.54164,246.4769625,3.574172022
7.678945067,20243.0882,178.2005415,3.089549648
8.062066123,35381.67076,125.705329,3.040031498
7.255798597,32595.12024,200.1637946,3.968177083
,15426.91508,239.4399531,3.430167323
6.792407469,28508.21693,306.6274814,2.505650441
7.368165577,8524.874646,204.0414512,3.684263383
8.837786915,11610.20795,195.8272127,2.087080217
7.108140711,23688.20522,148.6246065,4.015246444
5.289618437,21776.17017,194.0563929,4.54810035
7.169251038,39624.08718,162.4782263,4.533174155
7.695049437,11598.68237,153.8097827,3.198879005
8.693149901,16559.87726,219.1782966,4.687846798
,18113.0173,184.7860379,3.077034893
6.999764511,16078.45939,219.1433726,3.360130678
6.897922717,16616.51662,173.3909282,4.490105279
6.382314604,24259.75167,212.8385143,2.881370055
9.917092057,37215.22684,196.6037461,3.39332538
5.609025354,26955.33018,271.6308238,3.354890148
6.277463093,22807.33885,225.9419346,3.123166159
,15255.11526,190.2673674,3.796737486
7.714312672,19789.63608,191.6926397,4.42513397
6.351286549,22337.44839,162.2133452,3.707053968
7.958871446,26845.66101,184.8285571,4.007902613
6.618186567,13776.62179,164.2545648,3.797067861
6.000723336,21111.6641,161.0023053,4.176218743
6.39292784,21217.1586,159.1689259,3.271338859
6.977267852,20287.35977,223.2788913,2.367041309
6.353436844,18664.8443,218.5493627,3.861109202
6.019939995,20666.41014,140.8678983,2.747027112
7.330196877,14884.33996,159.8037202,2.884715098
9.241338767,31598.53638,157.9274924,3.842577604
6.593174457,21857.83889,176.6128288,3.931653171
6.948265449,6874.586016,225.23176,4.095611813
,13671.41603,210.7328536,3.364890882
,21093.21741,214.7257042,3.589251634
5.938321179,10815.39944,214.4695748,3.88950004
8.249550509,32898.74937,230.9328321,4.284831119
6.903816978,35455.70961,258.5268417,3.867843303
7.605674821,9583.710441,210.3714356,5.554074526
6.589290501,34298.15294,108.6990768,3.181112063
7.511816641,15736.89396,174.6141336,2.285519929
7.301444654,46718.55597,143.4313503,3.16007484
6.788291583,25661.36054,182.0368954,4.255948317
,23727.09411,184.0409883,3.714469253
,38119.18557,194.761215,3.356977982
6.692531669,37033.15209,200.4043509,2.942115367
6.028101118,17150.10055,262.8084777,4.080786271
6.715940564,17180.18818,218.0623835,2.404729206
7.490786676,26551.3701,202.4580608,4.354535491
,41325.44355,287.3702082,4.322325337
6.336588682,15570.14232,106.3801125,4.356593856
7.381757557,1372.091043,203.4603016,3.338021759
7.256015039,44184.23046,196.6498226,4.534960273
7.025821771,21226.66555,147.9680603,4.746091949
7.606880475,29339.92927,183.8400997,4.564460392
6.983860439,11848.76973,202.2562815,4.159566509
6.347020018,19743.14842,97.2809086,4.526350939
7.322828417,24682.12455,230.3429008,3.981968832
6.777506359,15228.91291,207.0507483,4.263180268
8.370364965,27193.31738,155.5535654,2.746649834
6.642755695,36505.52426,168.8964217,4.299209281
6.217584914,15597.64088,203.7072216,4.15016691
6.630122156,36269.70132,192.5217032,3.352764606
8.051022203,28338.66404,171.751754,3.767443126
8.416086817,28234.90686,208.3260218,4.93008381
,24037.51049,166.9139914,3.743703735
7.933067692,12732.88824,204.7242814,4.534233043
7.917608595,15805.65015,181.5253898,3.784085381
8.942045991,56488.67241,215.6737861,4.354287641
7.033945359,15428.45092,246.622871,3.931730863
,45243.02895,158.2076474,4.108856703
7.580048808,31749.9244,225.0885545,3.959636524
8.473249064,20465.58861,129.2400806,4.81018543
6.816416925,24170.27489,237.2695048,4.274738214
6.460033522,35775.7934,215.4406413,3.535597779
6.227826795,22550.49226,169.9262216,4.007347485
,18589.03116,190.5675212,4.400203469
,4142.499001,195.5409669,3.612918763
5.632731647,28315.43778,283.9972841,5.114607051
6.191241443,29778.35788,231.3227967,3.315070593
7.701032797,16978.92683,121.5751392,3.395482609
,24634.55244,187.0432834,3.498716819
8.832641116,25100.1314,199.4250377,3.452149736
5.646083312,22455.69501,219.3429325,3.938505627
7.332103963,24412.50354,185.4150767,3.901096866
7.896743922,9407.664039,197.6020777,4.889458166
5.675294715,39172.38964,228.5903923,5.021464632
6.010617577,15940.57327,184.5585817,4.867287404
7.986018499,24712.99343,180.7955581,3.153004728
,16670.99601,263.8576754,4.304051632
7.159613912,30897.99004,167.8233153,4.943842601
7.565198073,11246.42665,213.4282694,5.185000024
6.865568515,22585.78881,231.4450543,4.916218246
5.736675709,12683.48329,180.2909076,2.741791308
6.129069622,22207.48287,198.0210951,3.83763909
5.991371082,28702.95238,186.7226312,4.53937115
9.723377231,9076.646483,190.8974211,4.072063353
7.736312841,19496.84859,225.0631028,3.700916676
6.715799479,16006.97259,193.1625009,4.999752023
7.966762553,13354.70651,163.9272419,4.816347767
8.242558635,24042.18816,155.6161124,3.529427237
6.539546128,28979.7676,215.4452044,4.076403287
6.78538406,13098.85829,216.6470682,4.677920641
7.007974587,26136.31357,248.9047116,4.628974864
7.740383939,12477.77182,179.3023814,3.01336084
7.918087079,29565.71111,175.3372395,4.64004301
5.772769698,26693.76161,186.0606035,4.154685424
7.571684493,8835.555876,173.0083385,3.920287688
8.73352533,24578.42122,203.3961302,3.1492018
6.917858355,27651.6091,200.7055053,5.544167317
8.512780909,33092.66935,157.6669175,4.026622094
6.539115261,23308.29688,218.6196993,4.211671959
,32161.84009,228.756819,5.53747584
8.22708313,40546.95633,274.351887,3.619181848
7.274198051,16255.90137,156.1108292,3.152762794
7.118980168,32528.11561,160.9626028,5.349210586
,32865.50953,163.4098192,3.574605162
5.941942536,14778.03288,249.1635669,4.302179285
7.278910903,22184.52703,135.2592725,4.201577247
7.445189026,4168.196994,150.7757235,2.745803765
6.442496436,11592.44562,183.0713549,2.891018879
,39802.51492,190.8774698,4.989876168
6.919726155,35558.73165,194.8589999,4.12082788
6.47237105,24246.50356,164.7689015,4.134575197
8.25121778,17617.87631,167.3853532,3.495062986
,18964.09226,191.6651832,4.600663396
6.707108206,10794.7839,211.0865029,2.640246413
7.24019447,31144.70312,154.1375792,3.362821763
6.528490775,10835.20116,184.4291595,4.585971676
7.031839174,12653.94408,175.4658605,2.725564949
7.494391101,25058.16022,205.1907067,3.579651838
6.957433638,15007.42153,214.380139,4.89205044
,16589.81155,179.4081682,3.327384429
6.962324595,35229.077,205.1830198,4.526768327
6.509621638,20122.19256,197.7595026,3.802819638
8.069297893,16654.50937,191.0041072,3.021381555
7.213375388,27377.69978,213.7671763,3.453438876
6.790838199,14348.57292,271.6012124,3.438279839
6.975209178,35701.15532,175.4210394,5.25648355
7.422225264,40148.12372,203.3233079,4.486512693
6.505065807,16982.13197,226.4196094,2.890998522
6.617862257,33245.63059,174.2805663,4.601351198
6.769769339,16980.25848,178.3317527,3.846611901
6.341751224,18058.32029,139.959471,4.01901055
7.058866081,16473.06709,191.5484007,3.937334184
7.539287395,26999.38208,258.4900758,5.427372665
,36525.55088,163.1672501,4.64569167
7.490807654,6873.559885,198.9665123,3.716367555
6.037428194,12988.79123,227.0339937,3.594217364
,8721.231885,158.6952089,3.392134168
6.706695161,27881.50441,232.926598,4.371882445
,26885.83494,156.3881195,4.709676028
,7557.021271,186.3655495,4.116263245
6.758851697,22540.77517,218.153477,3.639971876
7.48678088,31130.21264,151.2025915,2.748428797
6.904121373,10836.96978,228.9604179,4.141819203
,42617.3034,155.2626089,2.846501199
7.348937142,15818.26132,267.6552225,4.725746456
7.846057926,23264.10997,224.0588768,2.487968647
,19955.71054,229.6206163,3.113764306
6.1798098,15391.55915,248.833263,3.70432422
6.755669308,13821.55616,209.3620748,3.959517637
,28266.75511,213.6522934,4.312289708
7.266598792,36490.14303,98.45293051,4.952733208
8.218171066,22465.68756,116.0619504,4.246446172
6.980061939,17625.46641,164.1271804,3.969463254
6.381978996,18982.95376,235.9451102,3.299047219
6.64800546,15176.29068,191.8418015,3.829783554
5.899936567,30379.35944,205.9137864,3.858978815
7.260904363,21391.16254,189.077962,4.383823385
5.575920648,14553.13231,223.3740073,4.294447559
5.467401255,12883.16353,197.0289262,3.717822718
6.090016057,12558.89797,216.7362319,2.943521712
8.205447053,17981.25478,145.7973174,3.73992167
7.670505864,33843.61945,123.3366439,3.93382646
6.791097166,20149.17967,209.1281633,3.084039762
6.006769481,20279.70104,226.8740986,4.034754809
,32951.31637,204.3847939,4.905229739
6.336342762,14619.62726,214.0719823,3.78880332
7.473235377,19932.58523,223.2649362,3.87771425
,21671.2783,214.1930778,4.246388024
7.380104835,16862.54348,237.9226372,5.030452202
10.067633,39716.1318,144.6139557,3.776788997
5.9159443,6967.735565,274.2636179,2.585849315
,38971.05101,171.6950224,2.643212412
6.124847329,15092.01764,151.6913578,4.211967654
,20593.93372,137.2534266,3.30241929
7.876495131,15741.08163,250.8966214,3.913904717
6.021051323,18966.36305,178.2236826,4.661057552
,20894.40049,193.1676112,3.818403943
,14807.41355,166.6966948,3.434798595
6.58545023,30210.25037,166.9659605,4.275640248
6.342671183,21079.60621,157.0461254,4.582591795
6.632990254,12829.09278,238.3247509,4.36085117
5.400700138,9968.962738,197.9189928,3.555737566
7.460147818,25480.91841,221.3432095,2.413628852
6.709822001,20922.15446,148.253186,1.687624505
8.054893322,28545.35543,239.1397786,3.52438043
5.365192408,16262.93925,238.2912124,3.180798457
6.920388988,11086.25986,252.3527992,3.277601364
7.025456548,31659.96274,184.4844265,2.927051442
7.974248428,26848.62984,173.7507758,3.195944251
8.03105522,18134.83502,222.6284245,3.338880126
7.614056817,17598.20035,213.6911685,3.437946395
7.643578362,21885.50378,209.8608444,3.76216286
7.731315009,38356.2265,169.049684,5.164284275
6.268402756,23050.33126,154.6819023,3.38970529
7.369911642,19283.40205,155.6448051,3.821721167
,25696.32094,241.1806799,4.142386059
6.320375285,20481.64207,165.8215453,2.728617352
7.290088572,26115.61633,205.2131051,4.700618336
6.356511062,17538.54117,164.6181852,3.415525525
7.974065001,29477.7644,160.2241817,4.069086698
4.943508444,11870.42485,267.5330269,5.070841577
7.700362305,29432.20825,220.5717962,3.786486994
6.05460718,10215.81242,228.1980268,4.88916336
4.22142068,34370.19711,120.5601296,4.278712401
8.545890346,31056.57878,255.3248719,5.036882987
7.752176213,13655.68065,182.0647049,4.72550711
5.588129751,8730.312436,220.8175225,3.165618482
8.649868625,18503.76653,178.5887535,3.08168124
7.899256515,32210.8163,187.7006542,4.44817057
5.952267969,28105.96489,136.8905306,4.769768271
8.040187557,11861.55085,201.8092165,3.221138969
4.313219151,12770.83183,191.1193373,3.923590202
6.707016928,14794.4114,209.7788053,3.165632391
5.853560601,19790.85693,186.8077508,3.756873895
8.817402774,23173.31953,175.7549712,3.864098419
,39207.58925,171.4349805,2.812503635
,19671.35123,193.5771567,3.481517395
7.47640846,27109.89561,246.1847192,3.47819378
7.691486298,36578.22375,155.1853193,4.042497483
7.367371853,16663.60251,176.3352099,3.817215105
8.927905926,22139.87885,188.0544191,5.474354698
5.62122732,11123.88616,221.6494395,3.440753325
6.450644925,27682.50745,201.5966735,5.241539196
7.566517125,30823.73049,205.3965817,3.275142037
6.115637546,15765.78672,240.9751559,3.723625473
7.595228724,32869.47441,188.3732817,3.497604114
,11380.29864,279.2324186,3.25627469
7.131221859,18969.82489,165.9090203,4.713192605
7.399724708,18535.04645,258.0199471,3.79512408
7.002479941,20518.55543,168.9525905,3.352436318
5.345345371,10315.35397,238.51023,2.362886022
6.185951163,22198.92942,174.7961234,5.2057243
6.070090952,26764.49443,161.5302665,4.699457411
7.095569331,30235.1708,196.7349272,4.861276292
,16737.10822,189.7616538,3.092816759
3.928556492,17328.16146,191.6659977,5.060835979
6.352973105,13858.70394,244.8467167,4.15549464
5.999125178,19345.79133,219.7161088,5.046973116
8.899588378,17915.08597,208.1065481,3.92861371
7.37533762,28767.75742,194.8680827,5.127394949
8.979322853,24967.323,184.309222,4.264944046
8.532377474,30268.42127,216.4541076,2.380088049
7.213537481,34727.40856,176.6400633,3.497480961
,14368.12816,184.6668909,4.583109838
8.895574458,27622.74627,107.3833271,4.754234802
6.582764204,21961.52692,219.1848137,3.668879697
,14665.4048,204.2405692,4.377502097
,49125.36008,160.59576,3.287617332
5.986593892,21229.08331,275.8865128,5.051493874
6.841221063,28263.80372,166.6769499,5.092364652
,21716.42369,157.827352,3.825770075
7.146117225,33266.57158,181.4344194,4.775201718
,21862.75361,237.7056814,3.943290757
7.507575296,18328.6959,172.5040208,3.703001047
7.997175823,20575.57316,214.8196269,4.817668211
5.174345998,11746.60752,234.3285691,3.689144992
,23172.28151,191.1504794,4.018446539
6.479092567,28165.87256,180.9586672,3.089597302
7.811512445,20911.90467,258.8916012,4.54607021
7.437216653,20185.58716,242.7299686,3.866874573
7.953878115,18677.27922,178.0665496,2.86022397
6.396569931,12278.98528,243.7247069,4.188249712
,22444.09007,208.3670456,3.594444416
8.058135997,29298.35949,191.2779316,3.13060894
,20283.78363,149.8389003,2.028875173
,26492.71618,220.9851581,4.875382905
9.497261163,33681.33014,124.4828102,5.24210533
7.984710742,40709.78166,121.0673575,4.567879972
6.26111058,8572.421509,270.4661706,4.753018575
6.957802749,20215.63285,219.2399523,4.587745469
9.663159015,24387.96807,131.7118961,5.270217774
6.732713713,33820.64576,197.7669743,3.885405037
4.886057057,15496.61172,272.9203851,3.079373114
9.610220345,33954.43547,156.9295462,4.961971972
8.518531795,32018.28963,128.2634658,4.147168618
6.950786515,21709.64771,201.8054906,3.997975215
6.023022741,10925.3601,170.7322887,3.668088579
9.011480407,34865.35768,167.9189217,4.270801389
7.946767904,24244.11196,277.1169457,3.038483125
7.709617351,32910.52518,189.8029139,4.140423757
6.081615358,10120.11268,209.0596796,4.010036799
8.146185794,20506.69842,191.38241,5.177963625
8.141861116,25433.46501,210.3765614,4.136950486
7.703356821,12861.94654,211.3446867,4.732125346
,27687.73765,149.0428459,3.771305113
9.252856509,50279.26243,168.0407511,3.300585826
6.047651489,28633.84638,177.4442641,2.589867903
6.152857802,24978.48318,171.1252874,4.403083394
9.074922874,21633.72173,184.9150548,3.84047901
7.436537227,31935.69071,167.3284655,4.497629168
,11949.59793,259.6710409,3.458352214
7.130099196,9480.617796,275.6797801,1.986191593
6.79212545,17782.60441,165.7942863,4.042637641
,14916.98609,230.4307616,3.864931035
8.885626344,19113.01191,171.8397767,2.993300944
9.47531626,32568.1535,149.5580888,4.701538331
,21030.23453,168.9630259,4.691017503
7.183108734,5097.82585,225.116079,4.006424839
6.157443145,25937.71144,155.8357062,4.770154312
6.467868302,7656.413248,236.6946481,2.861063943
,24916.62559,162.9353713,4.301273481
7.488133464,24786.05053,177.3530518,3.474034717
7.32354512,21044.20266,184.1360704,4.898421041
,13568.2712,253.6620371,3.067033981
6.530796124,19174.59325,138.0076716,3.181634909
6.931470427,35793.75779,156.8411949,4.249333174
7.774645243,13829.93907,194.7338584,3.911816766
8.107500139,27277.57996,173.6646791,4.647800627
6.306864459,22418.90819,220.9699797,4.619172769
,22900.11825,165.7379535,4.069165567
6.609680322,17963.86685,216.4280319,3.589146441
